MSOA21CD,%_Houses,%_Flats,%_Other
E02000473,77.27923627684964,17.088305489260144,1.5990453460620526
E02000474,70.57249866238631,20.652755484216158,3.210272873194221
E02000475,58.4256422342682,30.120197973132218,4.737214235210936
E02000476,29.378895336342143,49.81732215774769,11.02514506769826
E02000477,86.26231207879731,7.335406946604459,2.695697252462416
E02000478,85.47237076648841,9.848484848484848,0.49019607843137253
E02000479,58.50986121256392,26.759191624056488,6.988069150231313
E02000480,53.877934272300465,37.31455399061033,2.9295774647887325
E02000481,81.19279598464718,12.813699439031593,1.8600531443755535
E02000482,88.48167539267016,6.3949139865370235,1.5706806282722512
E02000483,55.73369565217391,31.84782608695652,6.7934782608695645
E02000484,86.04857819905213,7.849526066350711,2.4585308056872037
E02000485,72.27777777777777,18.11111111111111,5.583333333333333
E02000486,80.69386443944748,11.56440732412464,3.7905557340186316
E02000487,93.82957884427032,1.5017956252040483,0.7835455435847208
E02000488,90.70214812439885,4.680987495992305,1.1862776530939403
E02000489,77.76150014649869,15.353061822443598,2.431878113096982
E02000490,83.37809609071918,10.355117875261117,2.5067144136078783
E02000491,64.59078978764018,26.747792889525172,2.553089954664758
E02000492,88.28861493836114,5.583756345177665,1.0877447425670776
E02000493,71.9079939668175,18.778280542986426,3.469079939668175
E02000494,64.16813639035861,25.631981187536745,4.732510288065844
E02000495,50.129757785467135,33.49913494809689,9.558823529411764
E02000496,72.34687689508793,18.253486961795026,5.730745906610067
E02000497,68.82307092751364,23.720446869316707,3.4294621979735
E02000498,72.61774370208104,21.978824388462943,1.7159547280029208
E02000499,76.36248415716096,15.716096324461343,3.4854245880861847
E02000500,66.83922922059247,20.707506471095773,7.535231521426517
E02000501,80.32931490738018,12.37871214348721,3.557777124375184
E02000502,62.15117854240043,30.479544838797075,3.007315090761311
E02000503,88.97190675433353,5.7083084279737,2.6598924088463836
E02000504,83.82015096816541,8.762717426977355,3.2490974729241873
E02000506,77.1216521458535,14.42400774443369,1.96837689577283
E02000507,84.4267955801105,8.7707182320442,2.8314917127071824
E02000508,45.835113199487395,42.67407090986758,4.143528406663819
E02000509,47.414019427671306,33.578367025466,8.322394329220268
E02000510,77.85254534815682,14.248098303101228,3.3352837916910474
E02000511,76.57550535077289,17.18192627824019,3.2401902497027346
E02000512,69.30632289748311,20.810313075506446,5.217925107427869
E02000513,51.73711638679791,39.40359004053271,5.12449334105385
E02000514,81.08925869894101,7.806354009077156,7.322239031770045
E02000515,41.5916955017301,45.501730103806224,5.380622837370242
E02000516,77.53919563735515,15.50783912747103,3.067484662576687
E02000517,67.93981481481481,23.49537037037037,4.658564814814815
E02000518,73.96670493685419,17.709529276693456,3.874856486796785
E02000519,67.91139240506328,25.18987341772152,2.5316455696202533
E02000520,53.65008156606852,31.199021207177815,5.954323001631321
E02000521,62.18213431862638,30.406433384046945,1.9560965007607043
E02000522,57.63307214266414,31.53201837341259,5.160767360172926
E02000523,59.842918672409425,27.489232328350642,5.953889029642767
E02000524,60.034246575342465,22.534246575342465,7.602739726027398
E02000525,54.42465366129488,34.77523324851569,4.580152671755725
E02006796,62.16867469879518,29.772423025435074,3.908969210174029
E02000526,43.38800615069196,22.347514095335725,26.960533059969244
E02000529,57.62496020375677,36.23049984081503,2.76981852913085
E02000530,45.046082949308754,48.04147465437788,3.6098310291858677
E02000531,39.831302717900655,42.32427366447985,10.384254920337394
E02000532,48.97808421571042,34.69588771238612,10.342280226545187
E02000533,41.48393676695564,38.2457929627741,14.354920958694544
E02000534,54.878826530612244,31.21811224489796,9.534438775510203
E02000535,76.0463618802318,17.739858338699293,2.962009014810045
E02000536,67.5104228707564,23.257891602144134,5.836807623585467
E02000537,68.20968730839977,21.67381974248927,6.9589209074187615
E02000538,68.01658163265306,22.034438775510203,5.771683673469387
E02000539,50.62283030426792,39.88156013886053,6.187461711251787
E02000540,37.79236766516208,45.137464095199014,9.109560935576528
E02000541,58.46833578792342,30.39764359351988,7.80559646539028
E02000542,40.748740100791935,44.46844252459803,9.64722822174226
E02000543,36.367120137957464,42.42191990802836,14.945391837516766
E02000544,83.97073495177918,8.713002993016296,4.489524442966411
E02000545,42.79157667386609,49.08207343412527,3.968682505399568
E02000546,68.98675700646751,20.665229442562367,7.607021866338158
E02000547,59.90423387096774,30.846774193548388,6.325604838709678
E02000548,59.932221063607926,34.35870698644422,2.8415015641293015
E02000549,71.56817124243834,18.241042345276874,5.211726384364821
E02000550,57.89473684210527,36.55549765502866,2.4752475247524752
E02000551,51.22437357630979,42.28359908883827,3.7015945330296125
E02000552,61.723737666860124,33.08183401044689,2.6697620429483457
E02000553,69.50539233915954,23.651915210115284,3.532911863146151
E02006792,29.029365613091233,41.56018829858776,22.416498542927595
E02006972,17.925591882750847,65.31379180759113,4.434423149192033
E02006973,17.889676113360323,71.20445344129554,5.161943319838056
E02000554,11.1208984805109,58.995815899581594,22.329883285619907
E02000555,25.116279069767444,44.906976744186046,23.74418604651163
E02000556,19.281767955801104,32.55985267034991,39.300184162062614
E02000557,11.675016336310172,52.49401001960358,26.029187540840777
E02000558,9.910756223579146,64.39643024894318,18.623767026773134
E02000559,30.425631431244156,36.2488306828812,26.84752104770814
E02000560,15.868746637977408,41.527703066164605,30.68854222700377
E02000561,27.167801124593076,15.32997928381178,50.96182302456348
E02000562,14.885297184567259,49.21793534932221,26.798748696558917
E02000563,8.415484491464294,66.48232748256792,17.864871363308488
E02000564,6.275950175662727,62.37623762376238,21.766208878952412
E02000565,10.229369891906142,50.27682573161086,31.689955180595835
E02000566,26.69236328595519,34.497711394844615,31.24548301614069
E02000567,14.539670658682635,35.96556886227545,41.09281437125748
E02000568,15.589887640449437,68.29855537720707,9.81139646869984
E02000569,14.454277286135694,63.834808259587014,12.212389380530974
E02000570,23.534675615212528,30.469798657718123,35.257270693512304
E02000571,20.488466757123476,58.52555404794211,14.17910447761194
E02000572,9.307813319349764,75.69480859989513,7.446250655479811
E02000573,21.371388792203273,40.75878872258963,23.477201531500175
E02000574,7.159514925373134,49.48694029850746,27.425373134328357
E02000575,4.84027105517909,64.26266537592772,14.359470797031301
E02000576,1.3848521114720465,76.16686613096256,7.095229953838262
E02000577,5.403111739745404,76.52050919377652,7.807637906647807
E02000578,12.989108511496571,68.37434449374747,11.778943122226703
E02000579,16.975815919229866,37.28574782812867,35.43085231274947
E02000580,6.524041516627833,41.19889853844524,36.771870366447786
E02000581,11.238670694864048,70.03021148036254,9.607250755287009
E02000582,13.154747668022004,35.25472375029897,29.72972972972973
E02000583,26.214867349619126,26.45127396900446,29.28815340162858
E02000584,18.5080469769465,36.84210526315789,17.094388864723793
E02000585,15.223880597014924,36.785304247990815,25.74052812858783
E02000586,13.300173010380622,33.391003460207614,15.592560553633216
E02000587,21.015203531142717,39.4310936733693,13.83030897498774
E02000588,12.376151573092299,30.332000695289413,10.759603685033897
E02000589,5.921568627450981,44.3921568627451,21.3921568627451
E02000590,10.245464247598719,48.0042689434365,6.830309498399147
E02000591,1.9659818864590235,49.458802739120834,20.123702231058097
E02000592,9.322617680826637,32.721010332950634,23.145809414466132
E02000593,4.973935708079931,44.5264986967854,30.560382276281494
E02000594,17.112546125461257,37.08487084870848,13.122693726937271
E02000595,21.56586966713549,38.09188935771214,11.415846225972809
E02000596,18.3956424857638,36.37038871007675,21.267640505075512
E02000597,8.771444382955176,56.779192030990586,17.376867736579968
E02000598,78.88781118655027,14.451988360814743,2.748140963465891
E02000599,81.12687155240347,6.73758865248227,4.806934594168637
E02000600,40.37598204264871,45.67901234567901,8.698092031425366
E02000601,42.38760861352475,44.14431431809596,5.232338496411031
E02000602,36.55251141552511,46.529680365296805,9.292237442922374
E02000603,77.2296635086573,15.779157138190133,3.4629206141783735
E02000604,60.712358337830544,26.578521316783593,8.742579600647598
E02000605,75.72755417956655,16.377708978328172,4.396284829721362
E02000606,25.265188042430086,49.27675988428158,18.225650916104147
E02000607,65.4177594604721,20.044960659423005,11.315099288122893
E02000608,18.98135263011411,50.347898691900916,25.466184247147233
E02000609,74.51258419000355,19.42573555476781,3.084012761432116
E02000610,25.858684985279684,53.091265947006875,15.996074582924436
E02000611,90.4446894524072,3.8221242190371187,3.197353914002205
E02000612,84.3050740624015,11.188150015757959,1.4497321147179325
E02000613,58.830584707646175,24.947526236881558,12.083958020989504
E02000614,70.66139061616732,17.354437535330693,7.320520067834934
E02000615,81.39841688654353,12.434036939313984,3.660949868073879
E02000616,84.89413680781759,10.586319218241043,1.9543973941368076
E02000617,72.89473684210527,22.309941520467834,2.543859649122807
E02000619,12.583518930957686,70.48997772828508,7.1937639198218255
E02000620,8.809746954076852,67.21649484536083,9.990627928772259
E02000621,8.823124569855471,57.150722642807985,16.73778389538885
E02000622,21.880698098463142,46.52253190935139,26.25683771815577
E02000623,12.507026419336706,70.9106239460371,10.17425519955031
E02000624,11.862897841086134,67.43823725795683,15.80235922546183
E02000625,6.147744174516609,78.11105602379772,9.866137828458106
E02000626,13.680420936028801,66.82359457214068,15.009692605926336
E02000627,16.798466331176613,54.133716750539186,22.909178049364964
E02000628,10.211864406779661,72.13983050847457,12.627118644067798
E02000629,19.410150891632373,41.31229995427526,31.092821216278004
E02000630,23.68279569892473,44.05913978494624,24.462365591397848
E02000631,34.03474431123073,29.53266454612185,27.96672375825789
E02000632,23.938393839383938,24.246424642464245,45.54455445544555
E02000633,18.807884113037282,54.025172168131085,21.25385894086915
E02000634,16.160096298525428,60.06620523623232,17.24345470959976
E02000635,27.892059278920595,42.60119442601194,25.503207255032073
E02000636,37.90251107828656,22.629246676514033,30.428360413589367
E02000637,26.89655172413793,20.862068965517242,43.49753694581281
E02000638,21.279999999999998,53.16571428571428,19.428571428571427
E02000639,7.666015625,72.1435546875,11.1572265625
E02000640,29.668152550767708,42.199108469539375,22.337790985636456
E02000641,18.739635157545607,69.7346600331675,5.306799336650083
E02000642,34.92353343985391,32.18443277790459,28.075781784980595
E02000643,21.80952380952381,45.19047619047619,26.976190476190474
E02000644,34.696605185779205,28.468323977546113,30.312750601443465
E02000645,32.20844811753903,29.866850321395777,30.831037649219468
E02000646,33.1872412953494,33.69856342829316,28.293158022887756
E02000647,44.934282584885,29.326396495071194,19.441401971522453
E02000648,37.03484937979917,48.64146485528648,8.387477849970466
E02000649,18.707725169099323,35.72445710217159,39.97864008543966
E02000650,33.11276537082989,30.0799558864075,27.157430383236836
E02000651,39.23742563547864,24.364521362898863,30.475932936722554
E02000652,81.28041931860727,8.947959565705728,4.979408461250468
E02006801,8.313725490196077,57.03921568627452,7.411764705882352
E02000653,16.450822541127057,72.22611130556528,3.972698634931746
E02000654,13.24775353016688,69.6790757381258,9.422336328626445
E02000655,29.974281038110824,53.144727612812716,10.521393500116904
E02000657,25.01684257803728,38.13159667639793,26.40916236245228
E02000658,26.560424966799467,34.15670650730412,31.04913678618858
