MSOA21CD,%_not deprived,%_deprived-1,%_deprived-2,%_deprived-3,%_deprived-4
E02000380,49.13028044018459,27.19204827831026,9.336173233936812,2.7334043308484204,0.3904863329783458
E02000381,45.50561797752809,27.015144113336593,10.063507572056668,3.517342452369321,0.5617977528089888
E02000382,48.02402782168827,26.08283275371483,9.263357571925388,3.699019917799557,0.569079987353778
E02000383,42.71387638149815,27.548096602537864,10.724519033974621,2.7629963160049122,0.3888661481784691
E02000384,42.10280373831775,28.0607476635514,13.36448598130841,4.8831775700934585,0.49065420560747663
E02000385,49.51632406287787,25.665054413542926,8.162031438935912,2.357920193470375,0.3929866989117291
E02000386,34.72931562819203,30.541368743615934,15.602655771195098,4.800817160367722,0.2808988764044944
E02000387,41.89473684210526,30.210526315789473,13.964912280701755,4.245614035087719,0.3859649122807018
E02000388,47.40970072239422,24.850361197110423,9.721362229102168,3.075335397316821,0.26831785345717235
E02000389,51.00974103112378,26.229508196721312,8.12544547398432,1.900688999762414,0.14255167498218105
E02000390,49.170537491705375,26.07830126078301,10.683477106834772,3.7491705374917057,0.53085600530856
E02000391,52.39368815191228,23.401979138807167,8.932869751270394,2.80823749665686,0.21396095212623695
E02000392,52.64223071733753,24.915673487744545,9.849336631436923,3.080728581065887,0.33730604902181244
E02000393,60.30239099859352,22.257383966244724,6.504922644163151,1.6526019690576654,0.2812939521800281
E02000394,41.87148876404495,22.89325842696629,8.95365168539326,2.3349719101123596,0.24578651685393257
E02000395,54.69055374592834,23.550488599348533,6.319218241042346,1.3680781758957654,0.16286644951140067
E02000396,50.43845404352062,25.43033452419617,10.685287430984086,2.9555050341019813,0.4546930821695355
