MSOA21CD,%_Owned,%_Social-rent,%_Private-rent
E02000126,14.03927813163482,56.104033970276014,17.8343949044586
E02006955,12.21392435557697,12.238014936159962,37.60539629005059
E02006956,37.69329896907217,8.698453608247423,33.118556701030926
E02000127,47.055837563451774,31.395939086294415,16.6497461928934
E02000128,69.7007874015748,11.37007874015748,14.99212598425197
E02000130,56.3854792373988,16.740663358579262,21.311047270827892
E02000131,38.66592344853215,21.497584541062803,32.683017465626165
E02000132,48.28566016290964,12.293995074824778,31.06648986550483
E02000133,77.07413945278023,3.309796999117388,13.989408649602824
E02000134,50.16811183861264,13.678994868164926,29.53459564678818
E02000135,24.51329286162864,43.16516642244086,23.194473518944942
E02000136,68.61192163401417,18.090871196331804,8.46185910796165
E02000137,64.99871034304874,6.2677327830797,23.110652566417333
E02000138,62.78272789581906,3.7468585789353437,27.62165867032214
E02000139,61.91299337366753,12.935753385191587,19.44684528954192
E02000140,44.59770114942529,40.143678160919535,9.626436781609195
E02000141,58.93939393939394,12.666666666666668,21.242424242424242
E02000142,71.20708748615725,5.232558139534884,18.826135105204873
E02000144,56.256777271741484,5.22663196703535,30.600737367165475
E02000145,48.19078947368421,31.880482456140353,14.089912280701755
E02000146,64.32789983463265,7.8431372549019605,21.828490432317505
E02000147,77.6969696969697,4.03030303030303,14.121212121212121
E02000148,77.54670426506874,6.908706379978851,10.398308071906943
E02000149,62.60614934114203,18.799414348462665,13.616398243045388
E02000150,77.24309220738901,8.87923005277864,10.058987891959019
E02000151,87.14425907752698,2.1589793915603535,7.75269872423945
E02000152,58.56164383561644,26.245330012453298,10.523038605230386
E02000153,88.8663967611336,3.8124156545209176,4.8582995951417
E02000154,68.34801174272751,7.499332799572992,18.788364024552976
E02000155,78.23867262284621,8.104658583280152,9.795788130185066
E02000156,79.5958795562599,5.11093502377179,11.152931854199682
E02000157,86.19259259259259,1.8962962962962964,8.977777777777778
E02000158,67.91307126877597,20.389900926813677,7.606263982102908
E02000159,82.28147148160649,2.632467094161323,9.956125548430645
E02000160,82.0414673046252,3.3173843700159487,10.940988835725678
E02000161,84.7585805700989,2.3851076207097153,10.063990692262943
E02000162,70.0974025974026,16.201298701298704,9.642857142857144
E02000163,81.25393824826716,6.175173282923756,8.758664146187774
E02000165,83.91335227272727,4.438920454545454,8.309659090909092
E02006782,64.62137084705178,17.449865309787487,12.660879976055073
E02006787,71.71464330413016,8.729662077596997,15.206508135168962
E02006789,80.41624019106108,4.947117024906175,9.211873080859775
E02000166,40.213618157543394,32.496662216288385,16.715620827770362
E02000167,45.20234156273861,8.068210740646474,32.01832527360652
E02000168,36.8585569158635,25.605626465225317,27.84579317530607
E02000169,42.287454998615345,7.39407366380504,33.31487122680698
E02000170,38.587641866330394,10.34047919293821,37.75535939470366
E02000171,37.87755102040816,24.353741496598637,27.346938775510203
E02000172,20.25687246507436,50.405588102748986,18.97251013970257
E02000173,29.949482800096224,14.072648544623526,39.90858792398364
E02000174,26.255122950819672,38.60143442622951,25.69159836065574
E02000175,26.11306688755436,18.823773037896043,43.30089045351004
E02000176,33.2374928119609,8.82691201840138,43.7607820586544
E02000177,22.681954137587237,42.44765702891326,25.423728813559322
E02000178,20.66412859560068,28.214890016920474,38.02876480541455
E02000179,29.967105263157894,24.605263157894736,28.848684210526315
E02000180,23.514665329656555,34.19403359237904,29.305590373527203
E02000181,31.740284817764902,15.858073859522085,42.33647115616703
E02000182,26.859166439662218,17.515663307000818,38.518114955053115
E02000183,29.343992475899366,27.651069833059015,27.486480131671758
E02000184,16.41754471943151,39.1815731438373,30.97280078412154
E02000185,16.486426837342748,40.69741778856765,31.229309203266386
E02000186,20.66794415548864,24.226663016698605,34.93019436079934
E02000187,10.380779691749774,55.621033544877605,18.970988213961924
E02000188,10.401814646791964,58.943616331821126,17.822423849643553
E02000191,16.877496671105195,17.010652463382154,35.45272969374168
E02000192,15.095868214960841,42.34404536862004,25.35781798541723
E02000193,15.190137902214792,22.23150856665274,26.368575010447138
E02007115,13.307030129124819,40.38737446197992,25.64562410329986
E02000001,24.498156493240476,9.968592107059948,32.404752150757886
E02000194,44.995590828924165,21.075837742504408,25.37477954144621
E02000195,68.10840405146456,7.418560087599234,18.56008759923351
E02000196,52.86926994906621,18.33616298811545,23.157894736842106
E02000197,48.81087202718007,15.005662514156285,28.822197055492637
E02000198,43.841059602649004,19.04635761589404,28.000000000000004
E02000199,58.02650957290133,10.36818851251841,25.15463917525773
E02000200,47.56756756756757,12.45593419506463,33.11398354876616
E02000201,33.649738965353585,26.8391077361177,29.401993355481725
E02000202,57.64559327312364,7.131734662099035,29.212083463095606
E02000203,37.507453786523556,19.648181276088252,33.24388789505068
E02000204,52.10772833723654,11.065573770491802,30.005854800936767
E02000206,35.51322751322751,23.703703703703706,33.1005291005291
E02000207,43.3509234828496,25.356200527704488,22.559366754617415
E02000208,27.16998191681736,28.684448462929474,32.662748643761304
E02000209,48.55813953488372,18.046511627906977,27.53488372093023
E02000210,57.1468375592087,12.231819448314294,24.85371969908052
E02000211,80.19337825959566,5.947846469381775,10.020509815411662
E02000212,37.59791122715404,24.68813460980563,29.852045256744997
E02000213,21.503313568189743,25.305197070108125,45.1866062085804
E02000214,73.63449691991786,5.215605749486653,15.728952772073923
E02000215,34.713828652683965,15.854959118378956,41.397084962673304
E02000216,47.46307000642261,10.950545921644188,35.74181117533718
E02000217,36.81338668606766,19.87995634776282,32.32084394325209
E02000218,55.76844679983694,30.94170403587444,8.479412963717897
E02000219,82.6731078904992,2.8019323671497585,10.305958132045088
E02000221,42.62683736367947,29.27927927927928,19.677572309151255
E02000222,55.00387897595035,9.387121799844842,28.497543315231443
E02000223,25.32826537664133,61.506565307532824,8.880442294402211
E02000224,53.84615384615385,8.543854669315925,28.839057621345443
E02000225,50.40087463556851,36.224489795918366,8.965014577259476
E02000226,84.92864601461886,2.1928297946397493,9.119387399930385
E02000227,67.56594724220624,12.589928057553957,15.727418065547564
E02000228,85.39579967689822,2.2617124394184165,9.337641357027463
E02000229,37.9851362510322,43.10487200660611,10.198183319570603
E02000230,60.090948462537895,8.943265482893027,20.29016890428757
E02000231,79.07935417382342,2.713844039848849,12.538646513225697
E02000232,79.17341977309562,9.562398703403566,6.239870340356564
E02000233,66.81188118811882,12.950495049504951,13.346534653465348
E02000234,59.55882352941176,14.705882352941178,15.365111561866126
E02000235,76.37222828062524,9.414758269720101,9.560159941839332
E02000236,81.50322959483265,7.193188490898414,7.751027598355844
E02000237,77.85488958990537,11.38801261829653,6.1198738170347005
E02006788,51.05540897097626,30.013192612137203,13.852242744063325
E02006987,18.902580795163914,11.904208323645664,55.56847244826785
E02006988,33.2144816236972,13.74108612177729,42.92375205704882
E02000238,45.58859670680757,15.753256328336201,29.442123371835834
E02000239,62.896953985742066,2.851587815942968,28.45106934543098
E02000240,42.42199108469539,30.0148588410104,21.545319465081725
E02000241,55.15711645101664,8.724584103512015,31.64510166358595
E02000242,57.95551753635586,4.448246364414029,32.24978614200171
E02000243,49.16820702402958,15.773259396179915,29.852125693160815
E02000244,49.13821138211382,7.154471544715448,38.146341463414636
E02000245,30.44724770642202,36.58256880733945,23.767201834862387
E02000246,44.395604395604394,29.5447409733124,21.50706436420722
E02000247,42.77571251548947,23.742255266418834,26.195786864931847
E02000248,40.04781829049611,4.393305439330543,43.03646144650329
E02000249,47.6268951878708,14.864864864864865,30.65260382333553
E02000250,67.07040121120363,4.69341408024224,23.23996971990916
E02000251,61.39097744360902,5.676691729323308,27.481203007518793
E02000252,26.216099870856652,20.469220835126993,44.57597933706414
E02000253,38.12405446293495,39.4856278366112,17.423096318709028
E02000254,57.42173112338859,6.887661141804788,31.34438305709024
E02000255,49.489274770173644,18.462717058222676,28.013278855975486
E02000256,40.03777148253069,9.726156751652502,43.7204910292729
E02000258,39.24963924963925,15.873015873015872,38.05916305916306
E02000259,57.027463651050084,9.975767366720516,28.029079159935378
E02000260,42.21407135711904,12.704234744914972,36.07869289763254
E02000261,30.36827195467422,21.038715769593956,37.65816808309726
E02000262,31.95566843685061,21.219117986608175,36.088663126298776
E02000263,40.52830188679245,16.0251572327044,32.9559748427673
E02000264,42.130365659777425,9.697933227344992,41.149973502914676
E02000265,37.25333864859478,22.045046840741477,32.449671118198125
E02000266,30.501363541011116,36.14432557163835,18.01971890077617
E02000267,49.1808162049449,13.226094727435209,29.93744414655943
E02000268,46.83668464933791,15.669445806768023,31.14271701814615
E02000269,56.52298030259777,5.452469312018271,32.1153297173851
E02000270,30.05998666962897,30.682070650966452,24.52788269273495
E02000271,57.72640911969601,5.953134895503483,30.018999366687776
E02000272,68.70517176292941,6.153265383163458,20.15855039637599
E02000275,36.481963555224986,17.88769059129788,31.79620676831536
E02000276,51.42559109874826,10.361613351877608,32.33657858136301
E02006791,44.63354378259676,13.203403788086742,35.657425199011804
E02006968,40.36458333333333,10.078125,41.848958333333336
E02006969,24.714160070360595,10.407505130460276,49.19378481383758
E02006970,32.53610108303249,10.559566787003611,44.62996389891697
E02006971,42.95358649789029,12.953586497890296,36.49789029535865
E02000277,52.0977745348413,13.4987230937614,29.405326523166725
E02000278,36.439220183486235,32.25344036697248,25.602064220183486
E02000279,34.991603694374476,23.509655751469353,29.80688497061293
E02000280,59.62021781625244,18.961184026808155,15.442613795029322
E02000281,46.63157894736842,20.36842105263158,24.289473684210527
E02000282,29.950765864332602,33.39715536105033,30.25164113785558
E02000283,51.60848733744011,16.290212183436005,27.27583846680356
E02000284,58.51929640325545,10.895248096613285,24.547125229719086
E02000285,81.33174791914387,3.329369797859691,12.604042806183116
E02000286,61.45225309362596,6.140555685267336,25.49614756012141
E02000287,64.38312718046305,7.8655248969235645,17.0313986679353
E02000288,38.79896786300727,22.37860661505982,31.902416138869338
E02000289,79.76669348350765,6.476267095736123,11.061946902654867
E02000290,30.53211009174312,29.651376146788994,29.761467889908253
E02000291,44.97170222028733,13.45232912494558,35.17631693513278
E02000292,62.11998923863331,7.80199085283831,25.6120527306968
E02000293,76.64205207928488,3.342401865526622,16.556548775748155
E02000294,48.517940717628704,17.847113884555384,28.673946957878314
E02000295,61.245674740484425,8.938869665513264,25.02883506343714
E02000296,44.2656860491841,8.917490232130545,38.933578487703976
E02000297,77.08678828081813,2.2940851299060254,16.334991708126037
E02000298,73.60277865487843,3.378591727186612,19.32428165456268
E02000299,36.99050809603573,14.824120603015075,39.028475711892796
E02000300,43.6799501867995,11.519302615193027,37.60896637608966
E02000301,29.37546284867934,30.313502838805235,30.83189335966428
E02000302,63.2,10.892307692307693,21.415384615384617
E02000303,31.80277349768875,29.121725731895225,29.738058551617875
E02000304,73.61842105263158,2.368421052631579,19.27631578947368
E02000305,54.830005396654066,3.6157582298974638,34.29573664328117
E02000306,19.03959561920809,48.21679303566414,25.16147149677057
E02000307,56.837606837606835,7.8917378917378915,30.142450142450144
E02000308,45.86574474214924,16.537021031403054,28.666090463843275
E02000309,34.884814292430654,19.487541137752704,38.2228490832158
E02000311,49.03746097814776,15.71279916753382,28.720083246618106
E02000312,44.27778919252106,7.335114033285392,38.586398191904664
E02006793,25.838926174496645,40.01677852348993,26.677852348993287
E02000313,21.496033245183227,61.46581035134114,13.071401586701928
E02000314,32.327311370882036,24.56960680127524,35.68544102019129
E02000315,32.69493844049248,40.71135430916553,21.31326949384405
E02000317,23.004542504866972,50.32446463335496,16.482803374432187
E02000318,34.76279817743232,22.808898418654515,37.5234521575985
E02000319,31.46530810286269,29.815623483745757,31.58660844250364
E02000320,45.80815709969788,24.848942598187314,25.226586102719033
E02000321,25.07232401157184,48.02314368370299,20.829315332690452
E02000323,24.652165392906134,37.76210072506368,28.689006466784246
E02000324,29.578877005347593,47.99465240641711,16.61096256684492
E02000326,46.77976751492302,26.13886270813698,21.803330191643102
E02000327,22.18824328916072,41.01257220523276,24.668705402650357
E02000328,45.29430280138496,23.32389046270066,21.246458923512748
E02000329,54.20450059218318,23.174101855507303,19.10777733912357
E02000331,38.764547896150404,33.810802745449124,21.575649059982094
E02000332,57.15636822194199,16.708701134930642,19.798234552332914
E02000333,47.102145373038745,15.465898174831894,29.458853666346464
E02000334,55.35512965050733,25.140924464487036,14.618564449455093
E02000335,73.12874251497006,13.248502994011977,10.067365269461078
E02000337,43.91785150078989,38.862559241706165,12.101105845181674
E02000339,61.56702562198292,19.27218715187523,14.184923876717415
E02000340,58.18521983161834,14.624259432491424,20.174618023074526
E02000341,39.08232997071266,45.00488122356004,10.673608851285389
E02000342,48.728465955701395,28.87612797374898,15.750615258408532
E02000343,55.06986743102831,29.98925116445718,11.07130060910068
E02000344,71.61417322834646,11.496062992125983,12.598425196850393
E02006786,43.281093697899294,31.277092364121373,19.439813271090365
E02006927,43.965036265575606,23.023991073089086,23.87948670262228
E02006928,22.929597446355736,30.395460187976592,35.55594963646037
E02006930,40.343254399304804,19.74799044101673,28.177275689767544
E02006931,39.72479133769456,27.00203022783668,25.60342882923528
E02006991,22.7717239452361,13.243922883487008,46.689019279128246
E02006992,36.01154678854944,28.385855184026944,22.660572528265575
E02006993,24.867213906325446,22.33220666344761,34.45195557701594
E02006994,18.73949579831933,38.347338935574236,33.27731092436974
E02000345,21.80079155672823,18.964379947229553,41.29287598944591
E02000346,12.19886114761279,41.30530004380201,29.106438896189225
E02000347,20.51453391246241,28.934179752756435,35.78349482124958
E02000348,15.059658174782328,43.340857787810386,27.894227668494032
E02000350,28.72790639780931,22.10604929051531,39.183470251431416
E02000351,27.12940661265601,25.85942631924677,37.00459820451062
E02000352,32.35294117647059,34.83893557422969,24.649859943977592
E02000353,38.18760856977417,18.934568616097277,33.5842501447597
E02000354,23.772011121408713,41.17238183503244,25.695088044485637
E02000355,36.48954211418881,21.057094403617864,28.942905596382136
E02000356,39.0452876376989,22.36842105263158,30.997552019583846
E02000357,15.62390772457183,63.334498427123386,15.379238028661307
E02000358,25.53353658536585,34.051067073170735,30.46875
E02000359,38.10800459594025,29.87361164304864,24.35848333971658
E02000360,16.60886319845857,54.68208092485549,19.942196531791907
E02000361,20.557749259624877,31.786771964461995,36.52517275419546
E02000362,21.468926553672315,41.5752741774676,25.656364240611502
E02000363,16.194594594594594,59.28648648648649,16.56216216216216
E02000364,28.878923766816143,35.493273542600896,25.22421524663677
E02000366,21.747261554902483,52.71172855997863,18.380977825273845
E02000367,22.826526486049335,32.005661140315404,34.00727860897695
E02000368,17.983463481855765,55.1676619200735,20.716582452916857
E02000369,15.79194001874414,42.67416432364886,28.241174632927212
E02000370,17.632241813602015,43.16464392031143,26.10487749026792
E02006918,20.21430640023168,39.35708079930495,29.278887923544744
E02006921,15.407071034706455,45.60493026273111,28.51119039896205
E02007108,23.934108527131784,17.635658914728683,47.189922480620154
E02007109,25.225225225225223,34.61643461643462,28.09172809172809
E02007110,14.574387471583734,36.32230361202324,31.67466531952513
E02007111,12.980358667805294,18.01878736122972,46.93993737546256
E02000372,17.554585152838428,43.01310043668122,21.550218340611355
E02000373,16.937004903809882,59.56242927197284,16.06940777065258
E02000374,31.43979992854591,34.54805287602715,26.50946766702394
E02000375,18.987654320987655,35.160493827160494,30.839506172839503
E02000376,20.24336283185841,28.89933628318584,37.417035398230084
E02000377,24.948612538540598,30.421377183967113,31.32065775950668
E02000378,25.074384636191503,23.8842304571274,38.11198268866649
E02000379,40.03579952267303,23.031026252983295,26.014319809069214
E02000380,36.88320908768193,22.683706070287542,28.292509762158325
E02000381,29.115779189057157,22.813873961895457,34.367366878358574
E02000382,31.900094846664555,20.550110654441987,32.8169459374012
E02000383,25.399099467867376,18.808841588211216,39.23454768726975
E02000384,19.509345794392523,34.69626168224299,33.43457943925234
E02000385,27.357920193470374,14.933494558645707,43.22853688029021
E02000386,16.726251276813077,39.30030643513789,28.779366700715016
E02000387,23.333333333333332,37.68421052631579,28.87719298245614
E02000388,24.974200206398347,23.653250773993808,35.39731682146543
E02000389,41.791399382276076,12.663340460917084,31.907816583511522
E02000390,32.87989382879894,21.49966821499668,35.23556735235567
E02000391,36.77453864669698,20.43327092805563,29.767317464562716
E02000392,31.594333258376434,22.80188891387452,35.23723858781201
E02000393,42.405063291139236,10.759493670886076,36.954992967651194
E02000394,24.47331460674157,20.90941011235955,27.2998595505618
E02000395,41.270358306188925,10.13029315960912,33.55048859934853
E02000396,34.58915232218253,24.813251055537513,29.002923026956807
E02000397,29.005975013579576,23.302552960347636,40.79304725692558
E02000398,20.285714285714285,39.01587301587301,30.634920634920636
E02000400,39.070197044334975,28.35591133004926,26.07758620689655
E02000401,33.384674624566806,41.89449364651521,18.790912591451676
E02000402,25.923016496465046,43.362136684996074,24.037706205813038
E02000403,31.87867533271433,14.298978644382544,45.37294955122253
E02000404,32.01831630855935,28.355054596688976,32.01831630855935
E02000405,65.88602654176424,7.2989851678376265,22.482435597189696
E02000406,29.85884907709012,32.60948244661599,30.039811798769456
E02000407,23.89407162202829,27.47517303641288,36.864279265723745
E02000408,23.20025149324112,37.75542282301163,30.587865451116002
E02000409,29.93655828707375,40.56304520222046,21.60983346550357
E02000410,53.080736543909346,6.621813031161474,32.507082152974505
E02000411,28.50378787878788,28.62215909090909,32.83617424242424
E02000412,23.155541360587673,31.778984350047907,33.37591823698499
E02000413,52.50403877221325,14.830371567043619,26.720516962843295
E02000414,35.5413584398117,15.097511768661734,39.8453261600538
E02000415,35.97217621729049,14.773103676714145,41.437562106657836
E02000416,30.429536679536678,28.933397683397683,31.29826254826255
E02000417,51.89102564102564,7.852564102564102,31.41025641025641
E02000418,64.48157669237361,10.411311053984576,18.337617823479004
E02000419,32.014028056112224,12.424849699398797,45.866733466933866
E02000420,25.46728971962617,27.98546209761163,33.59293873312565
E02000421,18.81799470743899,36.812702146427526,33.0785063216701
E02000422,29.73490897476844,26.764611945065475,33.24816352603002
E02000423,36.41188959660297,15.286624203821656,41.75513092710545
E02000424,43.88646288209607,23.73674360573924,24.516531503431064
E02000425,25.251256281407038,17.67169179229481,45.268006700167504
E02000426,48.836436170212764,14.760638297872342,26.861702127659576
E02000427,37.44336569579288,11.618122977346278,42.16828478964401
E02000428,21.229404309252217,35.297845373891,34.31558935361217
E02000429,48.10344827586207,11.810344827586206,29.367816091954026
E02000430,40.420237766104506,11.556538567873929,36.79845175559856
E02000431,42.344571605320134,6.062480668110115,39.22053819981441
E02000432,35.45751633986928,23.0718954248366,32.41830065359477
E02006794,15.93601895734597,42.35781990521327,28.672985781990523
E02000433,55.03136762860728,10.28858218318695,22.73525721455458
E02000434,55.483536427275084,8.037334716100595,28.078817733990146
E02000435,54.923857868020306,18.307952622673433,20.27072758037225
E02000436,80.97928436911488,3.295668549905838,11.581920903954803
E02000437,60.89663760896637,10.523038605230386,23.87920298879203
E02000438,54.03098324375593,19.79133733797028,21.81473284856149
E02000439,49.11682677409359,9.420514409668423,31.670281995661604
E02000440,73.63607694733523,3.122043519394513,19.299905392620627
E02000441,56.65760869565217,17.01766304347826,20.14266304347826
E02000442,55.45160129543001,3.994242533285355,36.20007196833394
E02000443,42.98715203426124,14.58779443254818,36.188436830835116
E02000444,63.606794362125044,2.6382363570654137,29.779544633176723
E02000445,43.973214285714285,12.996031746031747,34.69742063492063
E02000447,70.18040325433321,7.110010611956137,19.06614785992218
E02000448,65.81284153005464,7.240437158469945,20.116120218579233
E02000449,51.110260336906585,16.27105666156202,28.407350689127103
E02000451,73.88613861386139,1.8151815181518154,19.389438943894387
E02000452,39.65793693212186,6.06627471940139,45.296632816675576
E02000453,50.61690314620605,6.971005552128316,34.42319555829735
E02000454,79.16827108201771,3.889102810935695,13.939160569888331
E02000455,34.34815091520358,11.878968995143818,40.960029884198725
E02000456,56.57142857142857,9.75,29.214285714285715
E02000457,58.10076114534252,6.886553098948895,25.4077564334904
E02000459,41.426193118756935,16.453940066592676,35.127635960044394
E02000460,45.701892744479494,25.985804416403784,22.634069400630917
E02000461,48.77078814172089,4.989154013015185,37.49096167751265
E02000462,52.36514522821577,7.551867219917012,34.066390041493776
E02000463,56.79862306368331,17.83132530120482,22.030981067125648
E02006795,63.992673992673986,2.93040293040293,29.48717948717949
E02006882,68.93857173865857,2.9737356197091382,22.313870197525503
E02000464,56.757645511344954,26.274251890825383,10.884577441631043
E02000465,50.60340098738343,31.54141524958859,12.781130005485464
E02000466,61.70710318620286,22.215726395790707,11.22478807366267
E02000467,35.46971027216857,44.776119402985074,12.357330992098332
E02000468,70.48832271762208,11.101000909918108,13.557779799818018
E02000469,53.37357954545454,28.941761363636363,12.677556818181818
E02000470,69.54513969060262,7.4347725698453,17.363195566843682
