MSOA21CD,MSOA21NM,Log10-tot,Log10-VSO,Log10-ASB,Log10-Bur,Mixed tenures,Owned & Private,More private rent,More owned,More social rent,Log10-vac,Most deprived,Mixed extremes,Mixed less deprived,Mixed most deprived,Less deprived,Mainly flats,Mainly houses,Mixed types,Log10-price
E02000033,Barnet 010,1.965367650085316,1.3304738056359275,1.3304738056359275,1.1092388915326046,0.0,1.0,0.0,0.0,0.0,0.3655591522271043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.7958647389449127
E02000034,Barnet 011,1.7736788881335712,1.1086674847731637,1.1988441151222515,0.8261147596312085,0.0,1.0,0.0,0.0,0.0,0.5835107884242328,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.7991484402417273
E02000035,Barnet 012,1.9719038446036572,1.186681895441639,1.6378167960444765,0.9054124229109748,0.0,1.0,0.0,0.0,0.0,0.7293211638552936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.824174874226174
E02000036,Barnet 013,1.877085649393428,1.2131942924982022,1.332760245342641,1.1145747672213897,0.0,1.0,0.0,0.0,0.0,0.4872089106286569,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.757802049657581
E02000037,Barnet 014,1.874582526085934,1.218164872435379,1.3339602296038091,1.0991778744638785,0.0,1.0,0.0,0.0,0.0,0.4307738617934634,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.7504278005734513
E02000038,Barnet 015,1.9785660279760395,1.397409709609789,1.4134371550439395,1.2050024315572003,0.0,1.0,0.0,0.0,0.0,0.6194768771389738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.7754408376026376
E02000039,Barnet 016,1.998488357395176,1.2074271909542944,1.4912740647755367,1.1263123628938745,0.0,0.0,0.0,1.0,0.0,0.776977687655338,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.856018936464218
E02000040,Barnet 017,1.8681847303226335,1.2021834595037837,1.4006509396086966,1.2169362514345536,0.0,1.0,0.0,0.0,0.0,0.9131400395274204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.8351616262484
E02000041,Barnet 018,2.1792829389044885,1.4969500516489624,1.6749801285760304,1.2477036671955766,0.0,1.0,0.0,0.0,0.0,0.7057319800062165,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.763568738260345
E02000042,Barnet 019,1.942892317890679,1.320669728873793,1.269292822808967,1.1320841922400495,0.0,0.0,1.0,0.0,0.0,0.6601178286866242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.799540660927813
E02000043,Barnet 020,1.706365600931501,1.0485815240816738,1.157725993506742,0.9888839950945388,0.0,0.0,0.0,1.0,0.0,0.5745535702343318,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.826296856423705
E02000044,Barnet 021,1.9038308933107984,1.3572882298326674,1.268445838572644,1.0652286650013636,0.0,1.0,0.0,0.0,0.0,0.5539317922708411,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.7989864236856303
E02000045,Barnet 022,2.014335530955803,1.2985731719652538,1.5964598886588934,0.9789115940614028,0.0,1.0,0.0,0.0,0.0,0.3747279091035848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.8215147682000494
E02000046,Barnet 023,2.0905514529977025,1.406050954682356,1.592646592354748,1.2725729033143245,0.0,0.0,1.0,0.0,0.0,0.7315418956895308,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.849426692068594
E02000047,Barnet 024,2.1763843250509463,1.5815298128609452,1.785880251601823,1.262509180502291,1.0,0.0,0.0,0.0,0.0,0.5662450695421971,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.749653558623352
E02000048,Barnet 025,1.9702113722120351,1.3009035205433757,1.4479341429307702,1.3688282994372718,0.0,1.0,0.0,0.0,0.0,0.6809096415807336,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.830427297332402
E02000049,Barnet 026,2.0702061617558654,1.3655310575539004,1.6620512049880325,1.0710255927297383,0.0,0.0,0.0,0.0,1.0,0.4253011003469448,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.675145625417191
E02000050,Barnet 027,1.9665678319476612,1.2783660110280377,1.487169201889313,1.2237140115326035,0.0,1.0,0.0,0.0,0.0,0.5488776869133043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.828153781082507
E02000051,Barnet 028,1.849469573709544,1.2170655659223966,1.331887168239155,1.1970125996818677,0.0,1.0,0.0,0.0,0.0,0.8285831885183682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.849715004439614
E02000052,Barnet 029,1.9097860490724687,1.3184499231362798,1.3510883357656365,1.1869869316170891,0.0,1.0,0.0,0.0,0.0,0.5757559769639605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.90353603525378
E02000054,Barnet 031,2.022474709165384,1.4187972318638025,1.5289009385245655,1.2676062401770316,0.0,0.0,1.0,0.0,0.0,0.7110041226459439,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.799008871531031
E02000055,Barnet 032,2.087807476260218,1.4426625842329073,1.5679342411196056,1.331053458237291,0.0,0.0,1.0,0.0,0.0,0.7996588620344237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.774225243122888
E02000056,Barnet 033,1.8782441857322296,1.057448680212054,1.3372893768060972,1.2347928376976338,0.0,0.0,0.0,1.0,0.0,0.7933871352445059,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.979061851247068
E02000057,Barnet 034,1.8825485070926573,1.2924844143718612,1.2232114569844854,1.3533700983624426,0.0,0.0,1.0,0.0,0.0,0.7859694095337368,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.849365776213872
E02000058,Barnet 035,1.9101286779080011,1.098512110768234,1.4562697308811423,1.1335624639639696,0.0,1.0,0.0,0.0,0.0,0.7447274948966939,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.955609726769992
E02000059,Barnet 036,2.0030336734237792,1.3174946565710086,1.3882544161017396,1.1651832144915537,0.0,0.0,1.0,0.0,0.0,0.7781205592785884,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.774988524542783
E02000060,Barnet 037,1.9297835680170077,1.2835830246355104,1.4396571701693046,1.2531247029058377,0.0,0.0,1.0,0.0,0.0,0.8300011482155512,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.833265925256761
E02000061,Barnet 038,2.120336026800063,1.448277828649945,1.5492692380360833,1.3244932196803334,0.0,0.0,1.0,0.0,0.0,0.8376121276715147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.940012957139434
E02000062,Barnet 039,2.4909878116182145,1.6668094062865273,1.84914961461921,1.4271602130797,0.0,0.0,1.0,0.0,0.0,0.6282953421861625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.811523001289308
E02000063,Barnet 040,2.11328326238863,1.334685436662909,1.80731549849411,1.3214960731148233,0.0,0.0,1.0,0.0,0.0,0.7551516340533956,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.8353934338647706
E02000064,Barnet 041,1.854067930850726,1.238072161579471,1.2601596915423092,1.163205008614508,0.0,0.0,1.0,0.0,0.0,0.8107699202826492,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.907393351087578
E02000065,Bexley 001,1.9192527541237745,1.4440746546901142,1.3586444593654878,0.89575046773177,0.0,1.0,0.0,0.0,0.0,0.7042843471091346,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.632736868952197
E02000066,Bexley 002,2.012182649846283,1.4826035762920289,1.3810651591019014,0.8843321140628645,0.0,0.0,0.0,0.0,1.0,0.7985110732204204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.720828263565013
E02000067,Bexley 003,2.007221164604794,1.392842948997297,1.4855970022341958,1.0745847629157537,0.0,1.0,0.0,0.0,0.0,0.7335496055801887,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.616418810555748
