MSOA21CD,MSOA21NM,Log10-tot,Log10-VSO,Log10-ASB,Log10-Bur,Mixed tenures,Owned & Private,More private rent,More owned,More social rent,Log10-vac,Most deprived,Mixed extremes,Mixed less deprived,Mixed most deprived,Less deprived,Mainly flats,Mainly houses,Mixed types,Log10-price
E02000262,Ealing 025,2.261510418653322,1.5988033489941194,1.790938972839658,1.0876876858709468,0.0,0.0,1.0,0.0,0.0,0.9488725457786584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.885539858077431
E02000263,Ealing 026,2.081777604988654,1.534579496769348,1.615437263341111,1.2331717797137471,0.0,0.0,1.0,0.0,0.0,0.9178587649574852,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.836220078683244
E02000264,Ealing 027,2.108653889395184,1.3777757147555132,1.543716056367828,1.2155897936693414,0.0,0.0,1.0,0.0,0.0,0.7868100840632317,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.887145056659224
E02000265,Ealing 028,2.1564538447240733,1.4703052728537418,1.6768858540573237,1.112469255615104,0.0,0.0,1.0,0.0,0.0,0.7528742390192862,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.869925216665514
E02000266,Ealing 029,2.0831806374765582,1.5858559966686083,1.5619438392631972,1.0621175375672018,0.0,0.0,0.0,0.0,1.0,0.9929276907880412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7362797115491895
E02000267,Ealing 030,2.064227533141965,1.4205904036982788,1.6254707503918584,1.1730186630880064,0.0,1.0,0.0,0.0,0.0,0.613927745153224,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.828115394347646
E02000268,Ealing 031,1.9806476414480207,1.3686034292134577,1.5426700017027242,1.0023366352776142,0.0,1.0,0.0,0.0,0.0,0.7199665519070697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.915734839560975
E02000269,Ealing 032,1.899425487676301,1.1637724669135732,1.3299365627362432,1.05761985401027,0.0,1.0,0.0,0.0,0.0,0.7478159340387837,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.915921212034109
E02000270,Ealing 033,1.9925397692618825,1.4196681670614024,1.4944846077065772,1.2443180783519625,1.0,0.0,0.0,0.0,0.0,0.9321517165700216,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.876940243938226
E02000271,Ealing 034,1.9528157965855355,1.255237762934422,1.2722711022332025,1.2787391247113682,0.0,1.0,0.0,0.0,0.0,0.7582664491969091,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.982073126942078
E02000272,Ealing 035,1.6247107287491125,0.8662004888725459,1.1627761431102772,0.7530093007584502,0.0,0.0,0.0,1.0,0.0,0.6183107268609941,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.882725740328699
E02000275,Ealing 038,1.9486614102012811,1.330762838187482,1.5076805379909457,1.047530452496361,0.0,0.0,1.0,0.0,0.0,1.103163576769196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.75827161743002
E02000276,Ealing 039,1.9255512100956784,1.294290584667693,1.4445967929642871,1.132275725315654,0.0,1.0,0.0,0.0,0.0,0.7230547062339275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.876327994933504
E02000277,Enfield 001,2.0096576984171186,1.485090184390938,1.4137342758552696,1.3682709384443887,0.0,1.0,0.0,0.0,0.0,0.6151694079439214,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.680345942866807
E02000278,Enfield 002,2.1360063432307688,1.632408261704565,1.5623973356062262,1.314756020170739,0.0,0.0,0.0,0.0,1.0,0.6247408584876465,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.669402867687861
E02000279,Enfield 003,2.0022637978316022,1.446031850956421,1.4860370126280047,0.9654809236754476,0.0,0.0,1.0,0.0,0.0,0.8598473422625342,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.66528127200905
E02000280,Enfield 004,2.1357176724165177,1.5296005481426969,1.5719354501196905,1.437221754680592,0.0,1.0,0.0,0.0,0.0,0.6789917893802508,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.751273031016536
E02000281,Enfield 005,2.0236946657982102,1.4832413332295749,1.517432975093217,1.2126080928814438,0.0,1.0,0.0,0.0,0.0,0.8181564120552274,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.720801296579081
E02000282,Enfield 006,2.0658077133668584,1.574934560947383,1.4656237270376515,1.2758429036754615,1.0,0.0,0.0,0.0,0.0,0.711151662201886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6867488585738974
E02000283,Enfield 007,1.940086473100591,1.3455194722380208,1.4131188457358306,1.1575690787996225,0.0,1.0,0.0,0.0,0.0,0.6206796190764702,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.686937683378251
E02000284,Enfield 008,2.1922645822716205,1.5213233015358452,1.6059988581268898,1.2253690013229408,0.0,1.0,0.0,0.0,0.0,0.7002223945867813,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.749252172310151
E02000285,Enfield 009,1.7174102524744064,1.1227322147690435,1.2667638932863658,1.0752040042020878,0.0,0.0,0.0,1.0,0.0,0.3974232989360071,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.758101502058101
E02000286,Enfield 010,2.010308535380973,1.5893475316217531,1.3276025597471122,0.981035782323166,0.0,1.0,0.0,0.0,0.0,0.8169582455085106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.746014453102542
E02000287,Enfield 011,2.012513202436524,1.2917798150317008,1.427883549098044,1.3074560032359823,0.0,0.0,0.0,1.0,0.0,0.9530624647763856,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.879223618164663
E02000288,Enfield 012,2.2254014881074022,1.6257609709028529,1.5808961722945187,1.3047831185964356,0.0,0.0,1.0,0.0,0.0,0.6925039620867871,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.649209152983304
E02000289,Enfield 013,1.7617118471690951,1.1346985738974562,1.1252570176646146,1.2065588670223364,0.0,0.0,0.0,1.0,0.0,0.3753508873365183,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.813212930626816
E02000290,Enfield 014,2.1645234098023978,1.5597908286131086,1.5755850957963404,1.280636837022138,1.0,0.0,0.0,0.0,0.0,0.8826968283501003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.677496973761955
E02000291,Enfield 015,2.1029413878358003,1.3860597941910795,1.560389207090474,1.170317921847229,0.0,1.0,0.0,0.0,0.0,0.7610548830778006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.7184818534084463
E02000292,Enfield 016,2.062162610900863,1.444534842346251,1.4476933615910808,1.215137273915041,0.0,1.0,0.0,0.0,0.0,0.6000691542992315,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.729337343118119
E02000293,Enfield 017,1.9309938126513235,1.1797782205841376,1.2383294651045502,1.1806248208161527,0.0,0.0,0.0,1.0,0.0,0.5033740661733701,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.804340509331803
E02000294,Enfield 018,2.0412122911049093,1.4046698422601105,1.49016493029788,1.3749855584259552,0.0,1.0,0.0,0.0,0.0,0.5697189275376946,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.693361419677938
E02000295,Enfield 019,1.7581644287277032,1.1994033193939124,1.2088107879157437,1.0509855182223264,0.0,1.0,0.0,0.0,0.0,0.5318029185019527,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.819530142868954
E02000296,Enfield 020,1.93905158103655,1.1977269986088843,1.3945028565244169,1.20650895672154,0.0,0.0,1.0,0.0,0.0,0.8541713057341206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.778974614789037
E02000297,Enfield 021,1.8700576018933952,1.31783649750419,1.0747984488178954,1.0947439512515489,0.0,0.0,0.0,1.0,0.0,0.5968674749412669,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.787567035564252
E02000298,Enfield 022,1.9679082281018483,1.2317661207257165,1.2557332764826106,1.2775031870117315,0.0,0.0,0.0,1.0,0.0,0.5446749154147454,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.829478739559494
E02000299,Enfield 023,2.118105790265957,1.56034975652658,1.5489702107830814,1.290972458501244,0.0,0.0,1.0,0.0,0.0,0.8691202924237951,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.668440220102907
E02000300,Enfield 024,2.064634457207678,1.528550764644121,1.5414728760450522,1.2175003329941456,0.0,0.0,1.0,0.0,0.0,0.8236382367425475,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.688257110900631
E02000301,Enfield 025,2.0178053778709124,1.4399784332526953,1.4798228298480598,1.073678994191999,1.0,0.0,0.0,0.0,0.0,0.904321117795286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.660521356351877
E02000302,Enfield 026,1.8811242897486755,1.2199428463020563,1.307093022020957,1.0195955560633807,0.0,0.0,0.0,1.0,0.0,0.6216555473913432,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.744103501442547
E02000303,Enfield 027,2.372819375122853,1.7869945591194472,1.873061705643904,1.3521081589840678,1.0,0.0,0.0,0.0,0.0,0.91853757886602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.706029389084896
E02000304,Enfield 028,1.8851341751538784,1.2233638577432688,1.311102907426159,1.2414022859920353,0.0,0.0,0.0,1.0,0.0,0.6277161266904953,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.810506111897969
E02000305,Enfield 029,1.9798927488965865,1.2477052557513983,1.3849944307461275,1.1553704546179102,0.0,1.0,0.0,0.0,0.0,0.8359283016370593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.794460963469597
E02000306,Enfield 030,2.286147393957281,1.5886689577110087,1.7356824054837017,1.247768575779328,1.0,0.0,0.0,0.0,0.0,0.6579430408683773,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6557188880858873
E02000307,Enfield 031,1.8934306772921776,1.2962596060561962,1.2808652785659334,1.0109953843014632,0.0,1.0,0.0,0.0,0.0,0.6774093546817592,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.685789943558614
E02000308,Enfield 032,2.0135308218460155,1.4002657523547155,1.4289109338042458,1.2724587429714436,0.0,1.0,0.0,0.0,0.0,0.8539970671548043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.796650922710172
E02000309,Enfield 033,2.2914352502857915,1.5717020739608607,1.6628094021771778,1.2100516051705452,0.0,0.0,1.0,0.0,0.0,0.7993373084620786,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.676203653402332
E02000311,Enfield 035,1.988194505457716,1.374564070532475,1.4047588558892263,1.3183066079954358,0.0,1.0,0.0,0.0,0.0,0.7353629071145462,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7332462122661374
E02000312,Enfield 036,2.115818383313742,1.4407499633047325,1.6386971285940797,1.2370179398183752,0.0,0.0,1.0,0.0,0.0,0.8832815936383911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.794341282066342
E02000313,Greenwich 001,1.9057137243182407,1.3900410515274306,1.3674752236286891,0.919668739520858,0.0,0.0,0.0,0.0,1.0,0.2848162347965881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.558281594050536
E02000314,Greenwich 002,2.128750518988386,1.6292562093119238,1.526690527660424,1.105591622620368,0.0,0.0,1.0,0.0,0.0,0.5527496539625871,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.6546533062954514
E02000315,Greenwich 003,2.2096933204913296,1.612214821351853,1.721597521436709,0.9422625970260268,0.0,0.0,0.0,0.0,1.0,0.654596562920027,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6254474229230382
E02000317,Greenwich 005,1.9960130062628765,1.394524831320225,1.469879669514797,1.1546200421037869,0.0,0.0,0.0,0.0,1.0,0.9261407135884174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.694298289486937
E02000318,Greenwich 006,2.1044364364275983,1.531241886587371,1.5714931926867868,1.2670238416964263,0.0,0.0,1.0,0.0,0.0,0.6042660100148521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.651869529733148
E02000319,Greenwich 007,2.0179012184686864,1.509745730009055,1.4528408786725826,1.1172857723797744,1.0,0.0,0.0,0.0,0.0,0.6923880504700188,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.664669009358255
E02000320,Greenwich 008,1.851310116197061,1.332796176319174,1.2466100287028907,0.7812020018882624,0.0,1.0,0.0,0.0,0.0,0.5408698465778929,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.655686176145888
E02000321,Greenwich 009,2.080640683446578,1.6049181239194803,1.3451538452847966,0.9984616827255692,0.0,0.0,0.0,0.0,1.0,0.6744173236394727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.622762003302245
E02000323,Greenwich 011,2.011198515494083,1.548040828228978,1.3085831335544271,1.0630264433099128,1.0,0.0,0.0,0.0,0.0,0.7439608671920588,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.678947650882272
E02000324,Greenwich 012,1.9189384489160093,1.3293345493667983,1.3592977727442417,0.9042496525191824,0.0,0.0,0.0,0.0,1.0,0.6607589779639831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7203688218881257
E02000326,Greenwich 014,1.9250320089300763,1.4003842409108922,1.317643184097047,1.0412314057292724,0.0,1.0,0.0,0.0,0.0,0.6242681597438046,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.7917289951703017
E02000327,Greenwich 015,2.304386129628304,1.861259741820908,1.6664911696331113,1.3507536734422576,1.0,0.0,0.0,0.0,0.0,1.0197604544008332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.728693345867722
E02000328,Greenwich 016,1.8167467523957612,1.237367903694457,1.2013227995098177,0.9751040398925148,0.0,1.0,0.0,0.0,0.0,0.8615947650649969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.838808244363771
E02000329,Greenwich 017,1.8059827096931973,1.2592255268321406,1.223833551743299,0.826813731587726,0.0,1.0,0.0,0.0,0.0,0.4352139009467073,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.6829654374351866
E02000331,Greenwich 019,2.0292825519179867,1.4874097665733408,1.2983535303532918,1.1560668095403157,0.0,0.0,0.0,0.0,1.0,0.6789455548206533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.732497234289727
E02000332,Greenwich 020,1.7572547012283315,1.219793956074997,1.2370988142834676,0.5778480674020586,0.0,1.0,0.0,0.0,0.0,0.7367129244832292,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.7048215290128392
E02000333,Greenwich 021,1.9825120967603027,1.279220718641641,1.2492574952641982,1.0736297398367964,0.0,1.0,0.0,0.0,0.0,0.8838259167179391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.8771599761796254
E02000334,Greenwich 022,1.9136795058120235,1.363571107040775,1.2163061741638,0.9173778062708172,0.0,1.0,0.0,0.0,0.0,0.6468371327547365,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.7274451240596393
E02000335,Greenwich 023,1.6087042259672053,0.9491049135304608,1.0517672554276087,0.8036124675747659,0.0,0.0,0.0,1.0,0.0,0.4816485650751417,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.742215723915803
E02000337,Greenwich 025,2.0103047488812247,1.5593362127630503,1.2526290842073786,0.9467843169888454,0.0,0.0,0.0,0.0,1.0,0.4081113045252758,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.736323982066268
E02000339,Greenwich 027,2.1210345582406207,1.4545779577270974,1.3711038152898374,1.0169216779307089,0.0,0.0,0.0,1.0,0.0,0.5826008712936618,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.747842439160164
E02000340,Greenwich 028,2.0111799940733834,1.40429445885613,1.4067139329795428,1.0379690844218352,0.0,1.0,0.0,0.0,0.0,0.7680588893352395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.700281986476573
E02000341,Greenwich 029,2.0227931044471825,1.6004242286337031,1.4364536022538754,0.6585654754218598,0.0,0.0,0.0,0.0,1.0,0.6330113709494717,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.699156488114352
E02000342,Greenwich 030,1.9877461489427304,1.5383480379370225,1.4061433686558695,0.9931775404292428,0.0,1.0,0.0,0.0,0.0,0.6041923744101317,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.6886837398961183
E02000343,Greenwich 031,1.913615746061164,1.3834756382096982,1.338278889472441,1.059390141831275,0.0,1.0,0.0,0.0,0.0,0.5319637688002167,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.686365432115799
E02000344,Greenwich 032,1.8937163609171264,1.2794709555167252,1.3539186998617645,1.1392343277303376,0.0,0.0,0.0,1.0,0.0,0.5589541107256172,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.726577833893554
E02000345,Hackney 001,2.1193015482773827,1.3575407140819082,1.6991270066207569,1.2816987966029214,0.0,0.0,1.0,0.0,0.0,1.1646745292630536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.800242806296952
E02000346,Hackney 002,2.016483224070113,1.3712396399660447,1.5666360542171127,0.9202476894625936,1.0,0.0,0.0,0.0,0.0,1.1142505378269771,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.9540064999545
E02000347,Hackney 003,1.9930977323327248,1.3260793999262823,1.4725679955936015,1.1771057969351524,1.0,0.0,0.0,0.0,0.0,1.137735105035878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.895606742432834
E02000348,Hackney 004,2.0084083655904865,1.2938782782138225,1.565237603210583,1.0648007345299608,1.0,0.0,0.0,0.0,0.0,1.0882818303794837,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.847671405106228
E02000350,Hackney 006,1.9529177861092395,1.2442963960970397,1.571368193625371,1.1954387177219103,0.0,0.0,1.0,0.0,0.0,0.9026032006732008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.913534488874291
E02000351,Hackney 007,1.9666608116405504,1.2102783060190785,1.4828933668684767,1.153282345035855,0.0,0.0,1.0,0.0,0.0,0.8705686865960816,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.944085683967436
E02000352,Hackney 008,2.231446808366893,1.4705594298237856,1.7064394711960733,1.4363363995863436,0.0,0.0,0.0,0.0,1.0,0.7746907182741372,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9528205708438016
E02000353,Hackney 009,2.1351965229089003,1.419274272446198,1.5663048948335925,1.5108956894387415,0.0,0.0,1.0,0.0,0.0,0.9358939308448152,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.968698622243365
E02000354,Hackney 010,2.251179351641001,1.579208091718686,1.7818382119121,1.406311249147352,1.0,0.0,0.0,0.0,0.0,0.879466316649413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.897401976324371
E02000355,Hackney 011,2.135012030772777,1.4421268122334818,1.625706092681713,1.3488692627167371,0.0,0.0,1.0,0.0,0.0,1.0786080280190282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.937386466088116
E02000356,Hackney 012,1.917597153864465,1.1940668543728017,1.435975397918126,1.1669591895152094,0.0,0.0,1.0,0.0,0.0,0.8016882975965399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.968542814771708
E02000357,Hackney 013,2.0599918675388973,1.537476700749366,1.4601087954652094,1.2062399738763114,0.0,0.0,0.0,0.0,1.0,0.6896101778729754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.76057575619122
E02000358,Hackney 014,2.2410175486153627,1.542047544279344,1.679736109208378,1.4322945180154527,1.0,0.0,0.0,0.0,0.0,0.9144834437931276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.916942451284076
E02000359,Hackney 015,2.0473064694007737,1.5345524877189003,1.4158627003876016,1.1272611725273312,0.0,0.0,0.0,0.0,1.0,0.8311663945388622,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.9375541657624473
E02000360,Hackney 016,2.093195155826366,1.4893039833656136,1.5970870269676318,1.070162477162309,0.0,0.0,0.0,0.0,1.0,0.8163115591937973,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8934412604047615
E02000361,Hackney 017,2.4092661783346108,1.7033775058804554,1.8400440788557328,1.425754318798707,1.0,0.0,0.0,0.0,0.0,0.9640393951204448,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.920124190589856
E02000362,Hackney 018,2.2240010098607503,1.5802537965834136,1.755263375174807,1.202819049635507,1.0,0.0,0.0,0.0,0.0,0.8312079796858182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.890934035326478
E02000363,Hackney 019,2.217967498332497,1.667452168965604,1.6374329473311169,1.3477254876301208,0.0,0.0,0.0,0.0,1.0,0.5973393526553781,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.867585613223394
E02000364,Hackney 020,2.1533068396460644,1.405644911410321,1.667210178600946,1.195763181302115,1.0,0.0,0.0,0.0,0.0,0.908172343193516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.968557715004761
E02000366,Hackney 022,1.971441054451022,1.2843554715373762,1.3943871618673376,1.0602486284651649,0.0,0.0,0.0,0.0,1.0,0.734276210798791,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.942673869258551
E02000367,Hackney 023,2.32900940728633,1.6016861187775275,1.7371459452483402,1.4789321563869957,1.0,0.0,0.0,0.0,0.0,0.853520593362544,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.937147639841165
E02000368,Hackney 024,2.2969504531956235,1.5931573409335176,1.7997503769896763,1.2244344354153804,0.0,0.0,0.0,0.0,1.0,0.6621415709589057,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.951851520912464
E02000369,Hackney 025,2.0889602146201955,1.4115426161482758,1.482936449364744,1.2581423194188048,1.0,0.0,0.0,0.0,0.0,0.868545470929698,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.9080982961173776
E02000370,Hackney 026,2.261486161667119,1.4873748890852154,1.834162375309872,1.3420880411182283,1.0,0.0,0.0,0.0,0.0,0.9338480758063789,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.903072323720937
E02000372,Hammersmith and Fulham 001,2.293481437513826,1.6568806364827282,1.7411451239641402,1.2786537746147493,1.0,0.0,0.0,0.0,0.0,1.1860898470159549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.114108036794288
E02000373,Hammersmith and Fulham 002,2.052899749272349,1.441476039238755,1.6371628543578167,0.9745302809389442,0.0,0.0,0.0,0.0,1.0,0.6372881126205183,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.7889715074628
E02000374,Hammersmith and Fulham 003,2.1082679918684395,1.4888040611807554,1.4968467814361692,1.391846192271093,1.0,0.0,0.0,0.0,0.0,0.8034171038427316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.917805274079978
E02000375,Hammersmith and Fulham 004,2.615717636920345,1.9092290363319044,1.871895540430376,1.321963902499624,1.0,0.0,0.0,0.0,0.0,1.1344840545145305,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.956135800894901
E02000376,Hammersmith and Fulham 005,2.2769056021926657,1.5425144492723184,1.861794797508593,1.1741653380196428,1.0,0.0,0.0,0.0,0.0,1.0802608351513117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.914990399412142
E02000377,Hammersmith and Fulham 006,2.0732357797032974,1.464974883180677,1.5894329396271194,1.000891775430185,1.0,0.0,0.0,0.0,0.0,1.0591620271158275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.9275255458237166
E02000378,Hammersmith and Fulham 007,2.0634644331294387,1.4134808894842936,1.4747505462232162,1.172513238921137,0.0,0.0,1.0,0.0,0.0,1.0824580725588298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.97692259738202
E02000379,Hammersmith and Fulham 008,1.9103647715268484,1.1601520579542337,1.2830566246520805,1.2528472404254047,0.0,1.0,0.0,0.0,0.0,0.8691476708679774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.075182056640925
E02000380,Hammersmith and Fulham 009,2.041767726649607,1.3675427078152758,1.4814860601221125,1.2404092330427403,0.0,0.0,1.0,0.0,0.0,1.0553631313341325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.045410194735353
E02000381,Hammersmith and Fulham 010,2.023972859688256,1.4010451498173797,1.4121530310711372,1.0780482417020267,0.0,0.0,1.0,0.0,0.0,1.1266327201578823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.048520001081202
E02000382,Hammersmith and Fulham 011,2.176628044629769,1.4145042396802765,1.5968444480129589,1.240263497578521,0.0,0.0,1.0,0.0,0.0,1.092077565480144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.951960030075714
E02000383,Hammersmith and Fulham 012,2.0707353073084245,1.427457362058512,1.554791551413416,1.0434402971855503,0.0,0.0,1.0,0.0,0.0,1.1997874980454746,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.971073733693032
E02000384,Hammersmith and Fulham 013,2.513193838949634,1.733272910510369,1.91161523819219,1.3080754836054465,1.0,0.0,0.0,0.0,0.0,1.0434173717246396,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.984342091910415
E02000385,Hammersmith and Fulham 014,2.1662888980729726,1.5373680702441068,1.6805781029051323,1.2207971886137348,0.0,0.0,1.0,0.0,0.0,1.1384458957766033,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.987732614394817
E02000386,Hammersmith and Fulham 015,2.0939235805762526,1.477807524783829,1.6154170153298235,1.088398554244487,1.0,0.0,0.0,0.0,0.0,1.1475200063631437,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.974171105605988
E02000387,Hammersmith and Fulham 016,2.1556889199739,1.6116208756236243,1.5289230558531626,1.1786235955710762,1.0,0.0,0.0,0.0,0.0,0.971666401356065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.967985656367873
E02000388,Hammersmith and Fulham 017,2.1622689656685297,1.4520997723471043,1.651765413576779,1.0628942456194164,0.0,0.0,1.0,0.0,0.0,1.1671862122500722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.021910368100755
E02000389,Hammersmith and Fulham 018,1.9290527723481108,1.2265518991169586,1.4055875388194212,0.8529423289716401,0.0,0.0,1.0,0.0,0.0,1.1009155953334466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.977193845803225
E02000390,Hammersmith and Fulham 019,2.036184116549141,1.3085395974427267,1.6231424002959818,1.2842847455843245,0.0,0.0,1.0,0.0,0.0,0.99067876799955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.013808852985604
E02000391,Hammersmith and Fulham 020,2.0335001216700026,1.2663442555878222,1.5216167606911284,1.080457048621124,0.0,0.0,1.0,0.0,0.0,1.0900023665273544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.062989442311912
