msoa21cd,price,Log10-price
E02000461,5798.5649031638395,3.7633205225705644
E02000462,5123.774783793394,3.70959003202008
E02000463,5736.324257129495,3.758633692712364
E02000464,4151.0617245724725,3.6181591912060114
E02000465,4216.435923471232,3.624945504806769
E02000466,4646.870003234608,3.667160523206744
E02000467,4119.280873712471,3.6148214053928505
E02000468,4631.115695047978,3.665685630722525
E02000469,4384.533144718497,3.641923357458833
E02000470,5101.418174324759,3.7076909250520647
E02000471,4897.142649123339,3.689942754789059
E02000472,4739.100787814856,3.675695945062849
E02000473,4925.3294253450185,3.692435283122965
E02000474,4645.787266478246,3.6670593193019574
E02000475,5234.846504732055,3.7189039518935267
E02000476,4735.893641467989,3.6754019404542575
E02000477,4950.2707878375995,3.6946289561956043
E02000478,5494.060783647099,3.739893459936472
E02000479,5500.886040759394,3.7404326479706707
E02000480,4549.407674804992,3.6579548559297947
E02000481,5106.722217884683,3.7081422348829722
E02000482,5891.093780998326,3.770195936374747
E02000483,4844.856599779042,3.685280927135737
E02000484,4975.009808485458,3.696793941316299
E02000485,5224.674877125477,3.718059270196767
E02000486,5190.34082732837,3.7151958770330413
E02000487,6026.191195560182,3.7800429066037657
E02000488,5271.257681232418,3.721914246873652
E02000489,4453.300192669368,3.64868197148999
E02000490,4427.827169630167,3.646190660819876
E02000491,4486.131593858838,3.651872008803018
E02000492,4637.856015502114,3.6663172616276336
E02000493,4419.4714138940835,3.6453703291326387
E02000494,6538.235998593869,3.8154605924507257
E02000495,6112.554263687913,3.7862227275616354
E02000496,5345.501745641804,3.7279884757069284
E02000497,6051.856719105628,3.781888637322332
E02000498,6414.7077267266895,3.8071768734059623
E02000499,6813.694153926862,3.833382635506743
E02000500,6540.9432014872355,3.81564037793677
E02000501,6421.041976271343,3.8076055090386607
E02000502,5995.119738639836,3.777797861548502
E02000503,6307.836707398442,3.7998804421087184
E02000504,6433.232918290583,3.808429275525524
E02000506,5967.3647616461785,3.775782585376934
E02000507,5605.712513801746,3.7486308214173105
E02000508,5470.700058781352,3.7380429044343804
E02000509,5567.34139686497,3.7456478536454587
E02000510,5833.4061210646,3.765922213014544
E02000511,5294.03638833637,3.723786922080437
E02000512,5153.020993393652,3.712061911779229
E02000513,5357.1901261578905,3.728937059715403
E02000514,5498.228504676539,3.7402227850268974
E02000515,5259.853035001844,3.7209736097470083
E02000516,5776.534338184345,3.761667359317754
E02000517,5322.5105978735555,3.7261165348531358
E02000518,5218.797201180504,3.717570420802677
E02000519,5334.653634431707,3.72710622703354
E02000520,5553.719316383226,3.74458392683191
E02000521,4982.895292345547,3.697481761256082
E02000522,5067.120199979787,3.704761206554098
E02000523,5211.804868733986,3.7169881472518895
E02000524,5407.8069726571375,3.733021181416202
E02000525,5075.918772233912,3.7055146636486627
E02000526,9929.230753554066,3.9969156037393474
E02000529,5128.54496516138,3.7099941676003225
E02000530,4522.314946226123,3.6553608045031813
E02000531,6551.423970816454,3.816335705404781
E02000532,9103.496073299626,3.9592082092176843
E02000533,8666.288243508614,3.9378331297114424
E02000534,5778.709584526332,3.7618308690628672
E02000535,5069.795496237777,3.704990441257058
E02000536,5461.067868544138,3.7372775738530786
E02000537,5810.2041792695445,3.7641913944164918
E02000538,4455.82585480766,3.6489282091463777
E02000539,6120.358919561219,3.7867768914616087
E02000540,5395.380739585762,3.7320220972611367
E02000541,4950.931903128854,3.6946869529324213
E02000542,5413.4791296307685,3.733476466800297
E02000543,5526.041898661153,3.7424141734303578
E02000544,5677.739960404685,3.7541754980264965
E02000545,6659.1880993369505,3.823421282402732
E02000546,4915.578543262042,3.6915746398405136
E02000547,5062.557091755051,3.704369933900626
E02000548,4669.86212790382,3.669304058730037
E02000549,4922.949045161541,3.6922253406438315
E02000550,5004.160580634333,3.6993312375050817
E02000551,4566.571633339363,3.659590274580008
E02000552,5058.098245607609,3.7039872605779545
E02000553,5288.240982313623,3.723311237495817
E02000554,7687.428390123143,3.885781083265526
E02000555,8015.711638621485,3.903942085268671
E02000556,8702.348451091939,3.939636468908053
E02000557,8252.291802106698,3.9165745762817443
E02000558,7750.262432699652,3.8893164084603336
E02000559,9553.868932174319,3.9801792789795836
E02000560,7427.540506369543,3.8708450289233363
E02000561,9095.716834908697,3.958836931566349
E02000562,9508.48224896941,3.9781112000602565
E02000563,7548.9810390976845,3.877888334548118
E02000564,8623.954367740449,3.9357064498497425
E02000565,8784.03847095845,3.9436942291652586
E02000566,12466.59473834955,4.095747841745951
E02000567,10671.208499906299,4.028213605471385
E02000568,7572.1729334882575,3.8792205238340287
E02000569,10706.118783917947,4.029632057552356
E02000570,11275.612689508533,4.052140149702394
E02000571,9592.941243530604,3.9819517844378063
E02000572,7585.275301358647,3.8799713477715554
E02000573,11935.05698585411,4.076824496956758
E02000574,10369.078115274006,4.015740146239883
E02000575,10785.187440031206,4.032827697279441
E02000576,12265.57641816335,4.088687962599094
E02000577,8915.12426912946,3.9501274012434036
E02000578,8852.611182681454,3.947071389903102
E02000579,12783.300878936347,4.106643010974718
E02000580,13951.381854500234,4.144617225678604
E02000581,10258.477543335548,4.011082912082845
E02000582,17187.768784325195,4.235219502775008
E02000583,20015.70488474341,4.3013708890783455
E02000584,18637.958389389085,4.270398337804265
E02000585,16998.24880154368,4.2304041816723315
E02000586,16990.657887039055,4.230210195301015
E02000587,17532.715783917974,4.2438491926835065
E02000588,20167.088498168465,4.30464320409037
E02000589,14377.768972197639,4.1576915009123345
E02000590,17016.794440295867,4.230877752692909
E02000591,15564.036856429177,4.192122250564297
